Story ID,prediction,rationale,status,processing_time,num_claims,num_evidence
56,1,"The backstory describes an earthquake prediction and credit given to 'the spirit of the plains.' Evidence 2, 8, 17, 19, and 22 explicitly reference earthquakes occurring (e.g., 'An earthquake!' cried Paganel, 'subterranean fires,' 'trembling of the ground'). While no evidence directly shows the specific actions of predicting, declining payment, or attributing credit, there is no contradictory evidence disproving these events. The absence of explicit confirmation does not constitute contradiction per the analysis rules. Moderate-strength evidence about earthquakes supports the plausibility of the backstory without conflicting with its claims.",success,19.550779819488525,4.0,27.0
80,1,"No explicit contradictions found in the evidence. The backstory describes events (learning tactics at 10, boar hunting achievement at 12, father's death by pirates, and warrior appointment) not addressed in the provided novel excerpts. Evidence 3/4/10/18 depict father-child relationships and combat training in different contexts (Ali Pasha/Haydée), but none conflict with the specific claims. Evidence 7/11/15/17/22/23/24/30 from 'In Search of the Castaways' show youthful training/achievements and parental loss, supporting narrative plausibility without direct contradiction. Absence of evidence ≠ contradiction per analysis rules.",success,17.81105065345764,5.0,30.0
28,1,"No explicit contradictions found in the evidence. The backstory describes events aboard the merchant ship 'Emerald Bird' not referenced in the provided novel excerpts. Evidence focuses on Ayrton's role as quartermaster of the Britannia (Evidence 7, 10, 23) and later interactions with Glenarvan's party, but does not address his pre-Britannia history. Claims about insurance fraud, false testimony, or 'legalised plunder' are neither confirmed nor denied in the text. Absence of evidence does not constitute contradiction per analysis rules.",success,12.51387071609497,5.0,27.0
101,0,"Evidence 17 explicitly contradicts the backstory. The novel states that Edmond Dantès (age 19) declared: 'I never had any [political] opinions... I am hardly nineteen... I know nothing.' This directly conflicts with the claim of joining a radical cell and speaking for revolutionary causes at age 18. The evidence (58% relevance) shows Dantès was apolitical at 19, making organized political activity at 18 impossible within the narrative timeline.",success,19.50072717666626,5.0,25.0
91,1,"The backstory describes Villefort working for Fouché, organizing assassinations of royalist deputies while posing as a Ministry official, and keeping arsenic. While the evidence shows Villefort as a royalist prosecutor investigating Bonapartist plots (Evidence 5, 8, 11), it does not explicitly contradict the backstory's claims. Evidence 2 hints at Villefort's hidden villainy ('this man with this spotless reputation was a villain'), and discussions of poison/arsenic (Evidence 12, 13, 16, 18) align with the backstory's theme of concealed crimes. No evidence explicitly denies the claimed double life or possession of arsenic, and the narrative allows for unrevealed aspects of Villefort's past. Absence of direct confirmation does not equal contradiction.",success,19.288252353668213,5.0,34.0
24,0,"The backstory claims the character served on 'Captain Grant’s new ship Brittany'. However, Evidence 8 explicitly states: 'I am really Tom Ayrton, quartermaster of the Britannia' and Evidence 10 confirms: 'Britannia, Captain Grant'. This directly contradicts the ship name 'Brittany' in the backstory. The consistent use of 'Britannia' across multiple evidence passages (8, 10, 11) constitutes strong explicit contradiction of a specific factual claim.",success,15.949745178222656,5.0,32.0
119,1,"The provided evidence contains no explicit contradictions to the backstory claims. While the novel passages detail Edmond Dantès' imprisonment at Château d'If and Abbé Faria's scholarly activities, they do not address or deny: (1) prior confinement at Fenestrella Fortress, (2) limestone engraving of 'On Ancient Mediterranean Routes', or (3) plagiarism by a warden. Absence of evidence is not contradiction. The backstory adds new details without conflicting with established events (e.g., Dantès' later intellectual development under Faria aligns with scholarly pursuits). Evidence strength is moderate but none explicitly refutes these claims.",success,201.9918713569641,5.0,27.0
93,0,"The backstory claims Fernand left copies of ciphered letters hidden in oak barrels in his vineyard, later unearthed by Villefort. However, Evidence 6 explicitly shows Villefort destroying the only incriminating letter (from the Island of Elba) and ensuring no copies exist: 'Have you shown this letter to anyone? [...] Everybody is ignorant that you are the bearer of a letter from the Island of Elba [...]? Everybody, except the person who gave it to me.' Villefort then destroys the letter and buries evidence of an unrelated crime (a child's body in Evidence 14), but there is no evidence of preserved ciphered letters or barrels. The backstory's specific details conflict with Villefort's systematic destruction of treason evidence in the novel.",success,115.72086334228516,5.0,33.0
72,1,"No explicit contradictory evidence found in the provided excerpts. The backstory describes training twelve English-speaking youths as spies in Auckland, with two infiltrating as servants to watch Glenarvan. While the novel mentions Auckland (Evidence 11: 'one was preparing to start for Auckland') and servants (Evidence 6: 'Ayrton remained unmoved, watching the coast'), it contains no references to spy networks, trained youths, or covert surveillance of Glenarvan. The absence of confirmation does not constitute contradiction, and no evidence explicitly denies the possibility of such events occurring off-page. The narrative remains unbroken as the backstory introduces no logical impossibilities (e.g., conflicting timelines or character traits) within the established context.",success,16.027915477752686,5.0,30.0
16,1,"The evidence contains no explicit contradictions to the backstory. While snippets reference Calcutta (Evidence 18-19, 23) and French/British connections (Evidence 3-6, 9), none directly conflict with the claim of being 'born in Calcutta to a British merchant family' with 'a French nurse' mother. The evidence mentioning Paris birth (Evidence 24) refers to Benedetto's backstory, not this character. Moderate-strength evidence cannot confirm the East India Company detail but shows no impossibility. Absence of confirmation ≠ contradiction per analysis rules.",success,18.544883489608765,4.0,24.0
30,1,"No explicit contradictions found in the evidence. The backstory describes piracy activities (joining crew 'Black Tide', becoming second mate, throat-cutting revenge) which align with pirate/bandit themes present in multiple passages (Evidence 5, 9, 11, 17, 27). Evidence 5 shows bandits electing leaders based on violent acts, supporting the nickname-earning mechanism. Evidence 9 and 11 depict personal revenge killings similar to the described throat-cutting. Evidence 17 confirms pirates operated near trade routes where 'East-Indiaman' ships would sail. While no passage explicitly mentions 'Black Tide' or 'Blood Raven', the moderate-strength evidence doesn't contradict these specific claims. The narrative logic remains intact as pirate activities and revenge motifs are established elements in both novels.",success,14.394322633743286,5.0,31.0
97,0,"The backstory claim that Monte Cristo gained poison knowledge through prisoner experimentation is explicitly contradicted by Evidence 4, where Monte Cristo states: 'A skilful preparation of my friend’s the worthy Abbé Adelmonte, who taught me the use of it.' This directly attributes his poison expertise to Abbé Adelmonte's tutelage, not prisoner experiments. Additionally, Evidence 2 shows Monte Cristo discussing brucine with Madame de Villefort without referencing any experimental background, while Evidence 12 further demonstrates his theoretical knowledge comes from Eastern chemistry traditions ('To be a great chemist in the East...'). The novel consistently attributes his poison mastery to formal education (Abbé Adelmonte) and Eastern knowledge, rendering the prisoner experimentation claim impossible.",success,19.139394760131836,5.0,33.0
22,1,"No explicit contradictory evidence found in the provided passages. The backstory claims (secret aid to anti-colonial groups, 'quiet chivalry' creed, possession of rebel correspondence enhancing geography knowledge) are not directly addressed in the novel excerpts. Paganel's demonstrated geographical expertise (e.g., Evidence 1, 2, 4, 7) and compassionate characterization (e.g., Evidence 1 showing concern for Mary Grant) align with but do not confirm the backstory. Absence of mention does not equal contradiction, and evidence from unrelated novels (Monte Cristo) is irrelevant to Paganel's narrative. Moderate-strength evidence lacks any disconfirming statements about the character's secret activities or knowledge sources.",success,17.00691509246826,5.0,33.0
53,1,"No explicit contradictions found in the evidence. The backstory describes Thaouka plunging off a cliff during gentling, with the rider using herbs to staunch bleeding and forging a deep bond. While Evidence 4/8/24 mention Thaouka's spirited nature and injuries to other characters (Mulready), none explicitly deny this specific event. Evidence 8 shows Thalcave's profound communication with Thaouka ('the Indian actually talked to his horse'), supporting the bond claim. Absence of evidence ≠ contradiction; without explicit denial (e.g., 'Thaouka never fell from a cliff' or 'Thalcave never used herbs'), the narrative remains consistent.",success,16.997567176818848,5.0,31.0
58,1,"No explicit contradictions found in the evidence. The backstory claims the mission priest taught Quechua, Spanish, French, European maps, stars, and navigation arithmetic. Evidence shows priests teaching languages (Spanish, Italian), geography/maps (Evidence 1, 3, 4, 9), astronomy (Evidence 1), and navigation (Evidence 2), but does not mention Quechua or French specifically. Absence of these details doesn't constitute contradiction—only explicit opposing claims would invalidate the backstory. Evidence strength is moderate but lacks any statement refuting the claimed teachings.",success,16.181774377822876,5.0,23.0
81,1,"No explicit contradictions found in the evidence. The backstory describes a specific event (whaling crew attacking an island, Spanish sailor teaching slang) not addressed in the provided passages. Evidence shows islands with springs (e.g., Evidence 15), fires used as threats (Evidence 18), and Spanish language interactions (Evidence 14, 17, 20), but none conflict with the described events. Moderate evidence strength doesn't reveal timeline impossibilities or character contradictions. Absence of explicit refutation defaults to consistent.",success,238.03641080856323,5.0,27.0
47,-1,"Processing error: HTTPSConnectionPool(host='api.tokenfactory.nebius.com', port=443): Read timed out. (read timeout=90)",error,,,
7,1,"No explicit contradictions found in the evidence. The backstory describes a character insisting on traveling light leading to supply shortages and deaths from malaria, followed by behavioral change (carrying a bulging backpack). The evidence shows hardships, supply issues, and deaths during expeditions (e.g., Evidence 6: 'provisions nearly exhausted', Evidence 19: Burke's death from exhaustion), but does not specify malaria as a cause or directly refute the backpack detail. While malaria isn't mentioned, absence isn't contradiction. The narrative remains unbroken as the evidence supports general expedition struggles without conflicting with these specific claims.",success,23.86186170578003,5.0,33.0
121,0,"The backstory claims someone met Edmond Dantès' father aboard the prison transport. However, Evidence 3 and Evidence 4 explicitly show Dantès' father was present at the arrest scene on land ('Old Dantès sprang forward'), not aboard the transport. Evidence 15 further confirms Dantès was transported alone in a grated carriage ('he had changed his prison for another'). The novel consistently depicts Dantès' father as remaining ashore during the transport, making the backstory's central claim impossible.",success,18.864667892456055,5.0,26.0
129,0,"The backstory claims the character learned fish-bone pen carving from 'an old Macao watchmaker.' However, Evidence 1, 5, 11, and 23 explicitly show Abbé Faria inventing this technique himself in prison using fish cartilages, with no external teacher mentioned. Faria states: 'I selected the cartilages of the heads of these fishes' (Evidence 1) and demonstrates creating pens from scratch using makeshift tools like a candlestick-made knife (Evidence 11). The novel consistently portrays this as Faria's independent innovation during imprisonment, directly contradicting the Macao watchmaker origin story.",success,113.8116135597229,5.0,27.0
51,1,"No explicit contradictory evidence found in the provided passages. The backstory describes events not referenced in the given excerpts, and the evidence contains no statements that directly conflict with the claims of horse-thieves attacking, an old shepherd dying while shielding Thalcave, or the shepherd's final plea. While the evidence shows Thalcave as brave and self-sacrificing (e.g., Evidence 2: 'the Indian was about to make a venture... to save them by sacrificing himself'), it neither confirms nor denies this specific backstory. Absence of evidence is not contradiction, and the narrative remains unbroken.",success,15.403835535049438,5.0,23.0
127,0,"The backstory claims Edmond Dantès spent 'twenty years in one cell' and maintained sanity by calculating Mediterranean tides. However, Evidence 2 explicitly states: 'He remained there fourteen years, Morrel' (confirmed in Evidence 7: 'It was fourteen years, day for day'). Evidence 3 further contradicts the 'one cell' claim by revealing Dantès was moved after attempting to kill a turnkey: 'Was he placed here when he first arrived? No; not until he attempted to kill the turnkey.' These are direct contradictions of duration and cell consistency.",success,15.693897724151611,5.0,31.0
133,0,"The backstory claims university lectures convinced the character that 'religion and reason could be fused into one worldview.' However, Evidence 11 explicitly states the Count's education occurred in prison: 'I must be satisfied that you are the person I am seeking. You are Edmond Dantès... You have been a prisoner? I have shared your captivity' (Abbé Faria to Dantès). Evidence 16 further confirms: 'human knowledge is confined within very narrow limits; and when I have taught you mathematics, physics, history... you will know as much as I do myself.' This directly contradicts university attendance, establishing Dantès' worldview was forged through imprisonment and mentorship, not academic lectures. The novel consistently attributes his philosophical development to prison education (Evidences 10, 11, 14, 16, 18), making university lectures factually impossible within the established timeline and character origin.",success,17.619242429733276,5.0,20.0
52,0,"The backstory claims Thaouka is a black stallion, but Evidence 1 (68.03% relevance) explicitly states: 'His brown color indicated a sound, spirited and courageous beast.' Evidence 5 (62.86% relevance) reiterates: 'His brown color'. This constitutes a direct factual contradiction in assigned traits (black vs. brown), violating Character Contradiction criteria.",success,13.116368055343628,5.0,26.0
114,1,"No explicit contradictory evidence found in the provided passages. The backstory describes early academic achievements (entering university at 12, studying theology/chemistry, decoding ciphers) which align with established character traits of intellectual brilliance in the novel (e.g., Abbé Faria's scholarly prowess in Evidence 8/15/23, Dantès' rapid learning in Evidence 26). While no passage directly confirms this specific backstory, the evidence shows: 1) Characters achieve exceptional feats of learning (Evidence 26: Dantès masters multiple languages in months); 2) Decryption is a plot element (Evidence 1: Faria reconstructs burned documents); 3) Theology/chemistry are referenced disciplines (Evidence 27/19). Absence of explicit contradiction and moderate-strength evidence's thematic consistency with the novel's emphasis on erudition support consistency.",success,17.949422597885132,5.0,31.0
2,1,"No explicit contradictory evidence found in the passages. The backstory describes learning Spanish through an unorthodox method (helping a caretaker compose letters after punishment), which doesn't conflict with any character's established language acquisition in the evidence. Paganel's book-based Spanish learning (Evidence 11) doesn't preclude earlier informal exposure, and Dantès' prison studies (Evidence 18) are unrelated. The claims are logically plausible and don't break narrative continuity. Absence of church school mentions doesn't equal contradiction—evidence simply doesn't address this scenario.",success,201.06146693229675,5.0,29.0
33,1,"The backstory claims a character volunteered for Captain Grant's crew to spy on Scottish-backed colonization schemes. Evidence 12, 13, 14, and 17 explicitly confirm Captain Grant's colonization plans supported by Scottish nobles (e.g., 'founding a Scottish colony' in Evidence 12, 'resolved to found a Scottish colony' in Evidence 14). While no evidence directly mentions spying motives, the colonization schemes' existence is validated, and the absence of explicit contradiction about crew motivations makes this backstory plausible. No evidence explicitly denies spying or conflicts with this motive, satisfying consistency criteria.",success,13.869616270065308,5.0,30.0
15,1,"No explicit contradiction found in the evidence. The backstory describes a character skill developed in the Amazon, but the provided evidence focuses on Patagonian and Maori encounters without addressing Amazon experiences or bone ornament analysis. Evidence 2, 19, and 22 describe tribal ornaments (jade earrings, necklaces, tattoos) but don't contradict the claimed method of gauging civilization through bone ornaments. Absence of Amazon references doesn't disprove the backstory, as the novel's current events occur elsewhere. Weak evidence strength (50-59% relevance) further supports consistency by failing to provide definitive counter-evidence.",success,15.464421510696411,5.0,25.0
82,1,"No explicit contradictions found in the evidence. The backstory describes unique events (gnawing fish-bones, inspiring captives with bone ash, stealing dictionary pages) not addressed in the provided passages. While Evidence 2 shows Dantès learning languages systematically from an abbé, this doesn't contradict the backstory's claim of piecing together words from stolen pages, as they could occur at different times or contexts. The evidence strength is moderate, and absence of mention doesn't equal contradiction. No evidence explicitly denies the possibility of these events occurring for this character.",success,25.485321521759033,5.0,25.0
37,1,"No explicit contradictions found in the evidence. The backstory describes Ayrton's childhood (birthplace, family, early nautical studies) which is never addressed in the novel passages. Evidence focuses on his adult actions as quartermaster (mutiny, deception, imprisonment) but contains no information about his origins or family relationships. While Ayrton is revealed as Ben Joyce (Evidence 13), this criminal identity doesn't inherently contradict having a brother named Benjamin or a naval father. Absence of confirmation ≠ contradiction, and the novel's silence on these pre-story details maintains consistency.",success,18.32427978515625,5.0,16.0
3,0,"Evidence 1 and 9 explicitly contradict the backstory. Evidence 1 shows Edward Villefort dead simultaneously with his mother (Madame de Villefort), with her suicide note stating: 'A good mother cannot depart without her son.' Evidence 9 confirms Edward's death ('My son! [...] Edward, Edward! [...] Madame de Villefort was dead') and Villefort discovering the child's corpse. This makes it impossible for Edward to have quarreled with his father and left home after his mother's death, as both died in the same incident. The Polynesian charts claim is also unsupported, but the death sequence alone constitutes a direct factual contradiction.",success,22.708147764205933,5.0,33.0
103,1,"No explicit contradictory evidence found. Evidence shows Noirtier remained politically active during Napoleon's era (Evidence 1, 3, 15, 18) but does not address his personal distancing or evolving views on power. The backstory's claim of growing wariness is plausible given his later paralysis and political disillusionment (Evidence 6, 13), and no evidence explicitly states he maintained close comradeship or embraced power uncritically during Napoleon's rise.",success,18.118186712265015,5.0,21.0
94,0,"The backstory claims Abbé Faria allowed his private doctor to test a new sedative on political prisoners during the Hundred Days (1815) to treat hand tremors, using the secret for leverage. However, Evidence 2 explicitly states Faria's condition was a hereditary 'malady' (apoplexy/stroke) treated with a remedy he took personally ('the remedy I have twice successfully taken'), not tested on other prisoners. Evidence 5 confirms Faria self-administered the treatment during attacks, with no mention of sedative experiments on others. As a prisoner since 1811, Faria lacked authority to permit such testing. The paralysis described (Evidence 2, 5) aligns with the novel, but the sedative-testing claim directly contradicts Faria's own account of his illness and treatment.",success,19.406305074691772,5.0,29.0
85,1,"No explicit contradictory evidence found. The backstory describes a plausible scenario consistent with the novel's themes of ransom and pursuit (e.g., Evidence 2-3,10 show bandits negotiating ransoms for captives; Evidence 4,11 reference missing family members sought by others). While the specific scenario isn't directly supported, the evidence doesn't disprove any element of the backstory. Moderate-strength evidence lacks explicit contradictions to the claims about 'foreigners seeking a captain’s daughter' or 'volunteering to lead pursuit'.",success,200.25436782836914,5.0,25.0
21,0,"The backstory claims existence of 'HMS Austin' under 'Lieutenant Grant' bound for Australia/New Zealand. Evidence explicitly contradicts this: (1) Evidence 6 shows Tom Austin is a crew member ('mate of the yacht Duncan'), not a ship name; (2) Evidence 21-24 consistently refer to Captain Harry Grant of the Britannia (merchant vessel), not Lieutenant Grant in the Royal Navy; (3) Evidence 1,4,6,7,11,13 show voyages to Australia/New Zealand involve the Duncan or Britannia, not HMS Austin. The invented ship name and rank directly conflict with novel details.",success,14.146911859512329,5.0,32.0
49,1,"No explicit contradictions found in the evidence. The backstory describes solo survival in the Andean border wilds involving pumas and bandits. Evidence confirms the Andes setting (e.g., Evidence 1, 7, 10) and mentions relevant dangers like predators (Evidence 1, 5) and hostile encounters (Evidence 6). While no passage directly confirms the specific 2-year solo claim, the novel's setting permits such activities, and no evidence explicitly states characters never lived alone or that pumas/bandits are absent. Weak evidence strength (30-65% relevance) cannot support contradiction per analysis rules.",success,16.437585830688477,5.0,31.0
140,1,"Evidence 4 and 9 explicitly confirm the formation of a secret friendship in prison between Edmond Dantès and Abbé Faria ('they eluded the vigilance of the guards, and made a passage from one dungeon to the other'). Evidence 8 and 9 further establish this friendship sustained Dantès through his imprisonment ('He remained there fourteen years' with Faria providing education and hope). No evidence contradicts the claim; instead, multiple passages support the narrative of prison friendships providing emotional sustenance during confinement.",success,16.01521587371826,5.0,24.0
64,-1,Processing error: Could not extract valid claims from LLM response. The model may not have returned proper JSON format.,error,,,
131,1,"No explicit contradictions found in the evidence. The backstory claims: 1) Birth in 1760 to Italian nobility, 2) Intellectual precocity. Evidence supports Italian nobility (Cavalcanti references in Evidence 1, 2, 4, 10) but does not mention birth year or childhood academic traits. Evidence 22 shows a character born in 1817, but this refers to Benedetto/Andrea Cavalcanti - not the subject of this backstory. No evidence addresses memory or library use. Absence of confirmation ≠ contradiction. Weak/modern evidence cannot refute 18th-century claims.",success,17.008126497268677,5.0,28.0
61,1,"The provided evidence shows no explicit contradiction to the backstory. While evidence mentions characters like Haydée (Evidence 1,2,6,11) and Robert Grant (Evidence 13,17) experiencing enslavement or family separation, none explicitly reference a sister named 'Nawee' or directly refute the described oath. The backstory introduces new details (name, oath) not addressed in the evidence, and no passages explicitly deny such an event or motivation. Per analysis rules, without direct contradictory evidence ('Slave-raiders did NOT seize Nawee' or 'He never swore such an oath'), consistency is maintained.",success,104.34671473503113,5.0,30.0
86,1,"The backstory describes Glenarvan's initial perception of a man (contextually Ayrton) as 'haughty and cold' yet notes he 'valued life and kept his word,' with 'fragile trust' developing during a stand-off. Evidence 9 (Relevance 64.49%) shows Ayrton as initially unresponsive ('remained unmoved...deaf to every question'), aligning with 'haughty and cold.' Evidence 15 (Relevance 61.78%) demonstrates Ayrton bargaining for his life and offering accountability ('if I deceive you...you will always have the power to revenge yourself'), supporting 'valued life and kept his word.' Evidence 9 also depicts Glenarvan's patient, calm approach ('imposing...calmness upon violent agitation'), suggesting developing trust. No evidence explicitly contradicts these claims; moderate-strength passages support or neutrally align with the backstory without logical impossibilities or narrative breaks.",success,22.457163333892822,5.0,32.0
38,1,"Evidence 6 explicitly shows Edmond Dantès exhibiting a quick temper ('his anger waxed hot') when perceiving injustice, supporting the first claim. No evidence contradicts the backstory's core elements: 1) The storm/saving incident isn't mentioned in any passage, leaving it unaddressed. 2) Evidence 6 aligns with the characterization of a temper. 3) No passages describe military discipline scenarios that would conflict with the backstory. Weak/moderate evidence strength prevents assuming contradiction for unmentioned events. Default to consistent when no explicit refutation exists.",success,14.001893997192383,5.0,29.0
132,1,"No explicit contradictions found in the evidence. The backstory claims fluency in languages and academic achievements by age 18, but the evidence: (1) Shows characters learning languages (Dantès, abbé) without specifying ages, (2) Mentions academic work (Faria's treatise) without age context, (3) References Rome University only indirectly via locations. While the evidence doesn't confirm the backstory, it contains no statements like 'he never studied in Rome' or 'he wasn't fluent by 18' that would directly contradict the claims. Weak/moderate evidence cannot establish contradiction per analysis rules.",success,17.44039011001587,5.0,26.0
77,1,"No explicit contradictions found in the evidence. The backstory involves Wallace and a bird-of-paradise picture book, which are not mentioned in any provided passages. Evidence describes bird sightings (e.g., tanagers, flamingoes) but none conflict with the existence of such a book. Glenarvan's rescues of Robert Grant (Evidence 7, 15, 17) occur in different contexts and don't preclude an unrelated rescue by Wallace. The novel's silence on these details doesn't constitute contradiction; absence isn't refutation. Claims remain logically possible within the narrative framework.",success,16.87705659866333,5.0,32.0
70,1,"The evidence does not explicitly contradict the backstory. While the evidence contains tribal contexts (Maori chiefs, taboo traditions) and references to executions (Kara-Tété's death), it does not address the specific claims about earning chieftainship at 22 through a sulfur-stone trial, marrying/executing a 'white princess Julia,' or banning white marriages. The absence of these details does not constitute contradiction, and the tribal setting remains logically compatible with the backstory. Weak evidence strength (MODERATE) and lack of explicit refutation support consistency.",success,16.978217840194702,5.0,33.0
115,0,"Evidence 1 explicitly states the character is Lutheran, directly contradicting the Jesuit claim. The novel attributes toxicology expertise to Eastern experiences and self-study (e.g., brucine/Mithridates), not Charaka Samhita or Indian academia.",success,20.33009696006775,5.0,31.0
78,0,"The backstory claims the child witnessed his mother's assassination at age five. However, Evidence 5 explicitly states: 'I was but four years old when one night I was suddenly awakened by my mother' during the attack. Evidence 11 corroborates this age: 'I was four years old; but as those events deeply concerned me, not a single detail has escaped my memory.' This constitutes a direct factual contradiction in timeline (Claim 3). Additionally, the novel's setting (Yanina, Greece) contradicts the 'island' description, and no evidence supports the clan execution or flesh-stripping details (Claims 4-5).",success,19.491309881210327,5.0,30.0
87,0,"Evidence 2 explicitly contradicts the backstory: Villefort states his father (Noirtier) 'was an equal sufferer with yourself during the Reign of Terror, and had well-nigh lost his head on the same scaffold on which your father perished.' This confirms Noirtier survived execution during the Reign of Terror (1793-1794), directly conflicting with the backstory's claim of guillotining in 1792. Additionally, Evidence 12 reinforces this by showing Noirtier later became a senator under Napoleon, which would be impossible if executed in 1792.",success,15.016806840896606,5.0,33.0
75,0,"The backstory claim that the character 'viewed volcanic eruptions as divine punishment against colonizers' is contradicted by Evidence 9. In this passage, Paganel explicitly proposes creating an artificial eruption as a strategic deception ('we are to feign being consumed by the flames of Pluto'), framing it as exploiting native beliefs ('the avenging flames are under our feet') rather than endorsing divine punishment. This demonstrates a scientific/rational view of volcanic phenomena as natural forces to be manipulated, directly conflicting with the backstory's claimed belief in divine retribution.",success,18.690147399902344,5.0,35.0
44,1,"The evidence does not explicitly contradict the backstory's claims of solitude-induced remorse, self-loathing for betrayal, or diary confessions. Key supporting evidence includes: Villefort's solitary remorse in Evidence 1 ('remorse is not thus banished... carried the arrow in his wound'), self-loathing for betrayal in Evidence 2 ('the man he sacrificed to his ambition... appeared pale and threatening'), and Evidence 22 showing secret record-keeping ('parcel of cherished memoranda... names arranged in characters only known to himself'). While no diary is explicitly mentioned, the memoranda serve a similar confessional purpose without contradiction. No evidence explicitly denies these behaviors or introduces logical impossibilities. Weak/moderate evidence strength precludes definitive contradiction.",success,16.612842321395874,5.0,27.0
